,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,neighborhood_id,rent_price,buy_price,house_type_id,is_new_development,is_renewal_needed,energy_certificate,has_parking,is_exterior,tipo,barrio_pm2,barrio,distr,e_certificate
0,21742,"Piso en venta en calle de Godella, 64","San Cristóbal, Madrid",64.0,60.0,2,1.0,3,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,471,85000,HouseType 1: Pisos,0,0,D,0,1,0.0,1.30889,San Cristóbal,Villaverde,4
1,21741,Piso en venta en calle de la del Manojo de Rosas,"Los Ángeles, Madrid",70.0,59.5,3,1.0,4,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,666,129900,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
2,21740,"Piso en venta en calle del Talco, 68","San Andrés, Madrid",94.0,54.0,2,2.0,1,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,722,144247,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,1.61718,San Andrés,Villaverde,0
3,21739,Piso en venta en calle Pedro Jiménez,"San Andrés, Madrid",64.0,54.4,2,1.0,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,583,109900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
4,21738,Piso en venta en carretera de Villaverde a Vallecas,"Los Rosales, Madrid",108.0,90.0,2,2.0,4,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,1094,260000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.82779,Los Rosales,Villaverde,0
5,21737,Piso en venta en geologia,"San Andrés, Madrid",126.0,114.0,4,2.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,901,195000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.61718,San Andrés,Villaverde,0
6,21736,Piso en venta en avenida Real de Pinto,"San Andrés, Madrid",120.0,100.0,5,2.0,1,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,884,190000,HouseType 1: Pisos,0,0,F,1,1,0.0,1.61718,San Andrés,Villaverde,2
7,21735,Piso en venta en San Andrés,"Villaverde, Madrid",125.0,100.0,3,2.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,912,198500,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,1.61718,San Andrés,Villaverde,0
9,21733,Piso en venta en calle de Martinez Oviol,"Los Rosales, Madrid",85.0,72.25,2,1.0,7,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,672,131400,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.82779,Los Rosales,Villaverde,0
10,21732,Piso en venta en De la Plata - Villaverde,"San Andrés, Madrid",69.0,58.65,2,2.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,617,118000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
12,21730,"Piso en venta en calle de la Unanimidad, 67","Los Rosales, Madrid",123.0,104.0,3,2.0,4,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,901,195000,HouseType 1: Pisos,0,0,D,0,1,0.0,1.82779,Los Rosales,Villaverde,4
13,21729,"Piso en venta en calle de Anoeta, 63","Los Ángeles, Madrid",109.0,90.0,3,2.0,3,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,933,205000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.79668,Los Ángeles,Villaverde,3
14,21728,Piso en venta en calle GODELLA,"San Cristóbal, Madrid",64.0,54.4,3,1.0,3,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,408,72000,HouseType 1: Pisos,0,0,F,0,1,0.0,1.30889,San Cristóbal,Villaverde,2
15,21727,Piso en venta en calle San Macario,"Los Rosales, Madrid",115.0,97.75,3,1.0,3,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,780,160000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.82779,Los Rosales,Villaverde,0
16,21726,Piso en venta en Los Rosales,"Villaverde, Madrid",115.0,88.0,3,1.0,1,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,867,184900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.82779,Los Rosales,Villaverde,0
17,21725,Piso en venta en Los Ángeles,"Villaverde, Madrid",65.0,55.25,3,1.0,4,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,494,90000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
18,21724,Piso en venta en San Andrés,"Villaverde, Madrid",75.0,63.75,3,1.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,666,129900,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
19,21723,Piso en venta en San Cristóbal,"Villaverde, Madrid",60.0,51.0,2,1.0,0,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,516,94900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.30889,San Cristóbal,Villaverde,0
20,21722,Piso en venta en San Andrés,"Villaverde, Madrid",60.0,51.0,2,1.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,493,89900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
21,21721,Piso en venta en Los Ángeles,"Villaverde, Madrid",95.0,80.75,4,2.0,4,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,724,144900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
22,21720,Piso en venta en San Andrés,"Villaverde, Madrid",76.0,64.6,3,1.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,583,110000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
26,21716,Piso en venta en COBALTO s/n,"San Andrés, Madrid",75.0,68.0,3,1.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,698,138000,HouseType 1: Pisos,0,0,inmueble exento,1,1,0.0,1.61718,San Andrés,Villaverde,0
27,21715,Piso en venta en Butarque,"Villaverde, Madrid",112.0,83.0,4,2.0,2,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1148,280000,HouseType 1: Pisos,0,0,B,1,1,0.0,2.1978,Butarque,Villaverde,6
28,21714,Piso en venta en calle Villajoyosa,"Los Rosales, Madrid",65.0,63.0,3,1.0,1,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,744,150000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.82779,Los Rosales,Villaverde,0
29,21713,Piso en venta en paseo de Alberto Palacios,"San Andrés, Madrid",70.0,63.0,2,1.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,728,145900,HouseType 1: Pisos,0,0,E,0,1,0.0,1.61718,San Andrés,Villaverde,3
31,21711,Piso en venta en carretera de Villaverde a Vallecas,"Los Rosales, Madrid",123.0,104.55,3,2.0,7,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,1195,298000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.82779,Los Rosales,Villaverde,0
33,21709,Piso en venta en San Andrés,"Villaverde, Madrid",72.0,66.0,2,1.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,698,138000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.61718,San Andrés,Villaverde,0
34,21708,"Piso en venta en Concepción de la Oliva, 21","Butarque, Madrid",61.0,56.0,3,1.0,5,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,539,100000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,2.1978,Butarque,Villaverde,0
35,21707,Piso en venta en San Neviano - Villaverde,"San Andrés, Madrid",71.0,60.35,3,1.0,1,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,672,131400,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
36,21706,Piso en venta en Los Rosales,"Villaverde, Madrid",87.0,70.0,3,1.0,2,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,521,96000,HouseType 1: Pisos,0,1,E,0,1,0.0,1.82779,Los Rosales,Villaverde,3
40,21702,Dúplex en venta en calle ESTEFANITA,"Butarque, Madrid",125.0,106.25,3,3.0,7,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1135,275000,HouseType 4: Dúplex,0,0,D,0,1,1.0,2.1978,Butarque,Villaverde,4
42,21700,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",97.0,73.0,2,2.0,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1111,266122,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
43,21699,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",93.0,70.0,2,2.0,7,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1004,228273,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
44,21698,Piso en venta en calle de la del Manojo de Rosas,"Los Ángeles, Madrid",103.0,87.55,4,2.0,1,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,823,171900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
45,21697,Ático en venta en Villaverde a perales,"Butarque, Madrid",83.0,69.0,2,2.0,7,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1004,228273,HouseType 5: Áticos,0,0,en trámite,1,1,2.0,2.1978,Butarque,Villaverde,0
46,21696,Piso en venta en calle de Juan José Martínez Seco,"Los Rosales, Madrid",45.0,41.0,2,1.0,1,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,471,85000,HouseType 1: Pisos,0,1,E,0,1,0.0,1.82779,Los Rosales,Villaverde,3
48,21694,"Piso en venta en calle la del Soto del Parral, 59","Los Ángeles, Madrid",74.0,62.9,3,1.0,1,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,702,139000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
49,21693,"Dúplex en venta en calle Estefanita, 6","Butarque, Madrid",125.0,106.25,3,2.0,7,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1128,272500,HouseType 4: Dúplex,0,0,F,0,1,1.0,2.1978,Butarque,Villaverde,2
50,21692,Piso en venta en calle Berrocal,"Butarque, Madrid",126.0,105.0,4,2.0,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1135,275000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.1978,Butarque,Villaverde,0
51,21691,"Ático en venta en calle Euskalduna, 14","Butarque, Madrid",158.0,134.3,3,2.0,4,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1172,289000,HouseType 5: Áticos,0,0,en trámite,1,1,2.0,2.1978,Butarque,Villaverde,0
53,21689,Piso en venta en calle Alcocer,"Los Ángeles, Madrid",108.0,91.8,3,2.0,4,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,847,179000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
54,21688,Piso en venta en San Andrés,"Villaverde, Madrid",62.0,48.0,2,1.0,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,638,123000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.61718,San Andrés,Villaverde,3
55,21687,Piso en venta en calle Topacio,"Los Rosales, Madrid",51.0,43.35,2,1.0,3,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,492,89500,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.82779,Los Rosales,Villaverde,0
56,21686,"Piso en venta en calle Calcio, 15","Butarque, Madrid",112.0,80.0,3,2.0,3,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1172,289000,HouseType 1: Pisos,0,0,E,1,1,0.0,2.1978,Butarque,Villaverde,3
57,21685,"Piso en venta en calle Camas, 2","Butarque, Madrid",109.0,92.65,3,2.0,2,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,968,216278,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
58,21684,"Piso en venta en calle Camas, 2","Butarque, Madrid",107.0,90.95,3,2.0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,940,207503,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
59,21683,"Piso en venta en calle Camas, 2","Butarque, Madrid",76.0,64.6,2,2.0,3,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,790,162793,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
60,21682,"Piso en venta en calle Camas, 2","Butarque, Madrid",105.0,89.25,3,2.0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,933,204999,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
61,21681,"Piso en venta en calle Camas, 2","Butarque, Madrid",109.0,92.65,3,2.0,4,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,982,220879,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
62,21680,"Piso en venta en calle Camas, 2","Butarque, Madrid",108.0,91.8,3,2.0,4,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,974,218258,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
63,21679,"Piso en venta en calle Camas, 2","Butarque, Madrid",109.0,92.65,3,2.0,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1014,231855,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
64,21678,"Piso en venta en calle Camas, 2","Butarque, Madrid",76.0,64.6,2,2.0,4,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,793,163397,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
65,21677,"Piso en venta en calle Camas, 2","Butarque, Madrid",76.0,64.6,2,2.0,2,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,783,160759,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
66,21676,"Piso en venta en calle Camas, 2","Butarque, Madrid",108.0,91.8,3,2.0,3,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,970,217169,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
67,21675,"Piso en venta en calle Camas, 2","Butarque, Madrid",76.0,64.6,2,2.0,5,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,799,165208,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
68,21674,"Piso en venta en calle Camas, 2","Butarque, Madrid",109.0,92.65,3,2.0,3,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,978,219775,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
69,21673,"Piso en venta en calle Camas, 2","Butarque, Madrid",108.0,91.8,3,2.0,0,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1011,230817,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
70,21672,"Piso en venta en calle Camas, 2","Butarque, Madrid",108.0,91.8,3,2.0,2,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,960,213722,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
71,21671,"Ático en venta en calle Ganados del Salobral , 12","Butarque, Madrid",111.0,94.35,2,2.0,6,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1011,230749,HouseType 5: Áticos,1,0,no indicado,1,1,2.0,2.1978,Butarque,Villaverde,0
72,21670,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",115.0,97.75,3,2.0,2,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1020,233789,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
73,21669,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",115.0,97.75,3,2.0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1011,230789,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
74,21668,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",117.0,99.45,3,2.0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1050,244171,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
75,21667,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",117.0,99.45,3,2.0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1048,243468,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
76,21666,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",117.0,99.45,3,2.0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1052,244798,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
77,21665,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",118.0,100.3,3,2.0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,977,219235,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
78,21664,"Piso en venta en calle Ganados del Salobral , 12","Butarque, Madrid",115.0,97.75,3,2.0,5,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1046,242789,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
80,21662,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",106.0,81.0,3,2.0,3,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1071,251569,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
81,21661,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",103.0,79.0,3,2.0,3,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1025,235402,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
82,21660,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",103.0,79.0,3,2.0,1,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1024,235172,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
83,21659,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",103.0,79.0,3,2.0,5,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1027,236227,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
84,21658,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",114.0,85.0,3,2.0,2,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1080,254710,HouseType 1: Pisos,1,0,no indicado,0,1,0.0,2.1978,Butarque,Villaverde,0
86,21656,"Dúplex en venta en calle Estefanita, 6","Butarque, Madrid",140.0,119.0,3,3.0,7,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1128,272500,HouseType 4: Dúplex,0,0,D,0,1,1.0,2.1978,Butarque,Villaverde,4
87,21655,Piso en venta en calle del Estroncio,"Los Rosales, Madrid",58.0,49.3,3,1.0,2,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,471,85000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.82779,Los Rosales,Villaverde,3
88,21654,Piso en venta en calle Moncada,"San Cristóbal, Madrid",65.0,55.25,3,1.0,1,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,512,94000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.30889,San Cristóbal,Villaverde,0
89,21653,Piso en venta en calle de Martinez Oviol,"Los Rosales, Madrid",110.0,93.5,4,2.0,1,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,833,175000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.82779,Los Rosales,Villaverde,3
90,21652,Piso en venta en Butarque,"Villaverde, Madrid",173.0,107.0,4,2.0,2,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1116,268000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.1978,Butarque,Villaverde,0
91,21651,Ático en venta en San Andrés,"Villaverde, Madrid",75.0,63.75,2,1.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,766,156000,HouseType 5: Áticos,0,0,en trámite,0,1,2.0,1.61718,San Andrés,Villaverde,0
92,21650,"Ático en venta en calle Ganados del Salobral , 12","Butarque, Madrid",90.0,76.5,1,1.0,7,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,861,183159,HouseType 5: Áticos,1,0,no indicado,1,1,2.0,2.1978,Butarque,Villaverde,0
93,21649,"Piso en venta en calle de la Generosidad, 16","Los Rosales, Madrid",125.0,87.0,3,2.0,1,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,948,210000,HouseType 1: Pisos,0,0,B,1,1,0.0,1.82779,Los Rosales,Villaverde,6
94,21648,Piso en venta en calle de Tordegrillos,"San Andrés, Madrid",58.0,49.3,2,1.0,0,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,471,85000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
95,21647,Piso en venta en avenida de la Verbena de la Paloma,"Los Ángeles, Madrid",92.0,78.2,3,1.0,6,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,780,159900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
96,21646,"Piso en venta en paseo Alberto Palacios, 35","San Andrés, Madrid",70.0,59.5,2,1.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,613,117000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
97,21645,"Piso en venta en calle Doctor Pérez Domínguez, 2","San Andrés, Madrid",54.0,50.0,2,1.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,583,110000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.61718,San Andrés,Villaverde,3
98,21644,Piso en venta en Los Rosales,"Villaverde, Madrid",52.0,44.2,2,1.0,1,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,539,100000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.82779,Los Rosales,Villaverde,3
99,21643,Piso en venta en calle de los Cacereños,"San Andrés, Madrid",108.0,91.8,3,1.0,2,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,705,140000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.61718,San Andrés,Villaverde,0
100,21642,Piso en venta en calle de Campos Ibáñez,"Los Rosales, Madrid",65.0,52.0,2,1.0,3,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,568,106500,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,1.82779,Los Rosales,Villaverde,0
101,21641,Piso en venta en calle DIAMANTE,"Los Rosales, Madrid",102.0,81.0,3,2.0,3,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,656,127500,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.82779,Los Rosales,Villaverde,0
102,21640,Piso en venta en calle Transversal Sexta,"San Andrés, Madrid",80.0,68.0,2,1.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,736,148000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.61718,San Andrés,Villaverde,0
103,21639,Dúplex en venta en calle Canchal,"Butarque, Madrid",108.0,91.8,2,1.0,4,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,933,205000,HouseType 4: Dúplex,0,0,E,1,1,1.0,2.1978,Butarque,Villaverde,3
104,21638,Piso en venta en calle Diamante,"Los Rosales, Madrid",80.0,68.0,3,2.0,4,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,979,220000,HouseType 1: Pisos,0,0,E,1,1,0.0,1.82779,Los Rosales,Villaverde,3
105,21637,Piso en venta en calle Platino,"Los Rosales, Madrid",16.0,13.6,3,1.0,1,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,600,114000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.82779,Los Rosales,Villaverde,3
106,21636,Piso en venta en calle Gómez Acebo,"San Andrés, Madrid",54.0,50.0,2,1.0,3,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,493,89900,HouseType 1: Pisos,0,0,G,0,1,0.0,1.61718,San Andrés,Villaverde,1
107,21635,Piso en venta en calle Pilar Lorengar,"Los Rosales, Madrid",70.0,59.5,2,2.0,4,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,948,210000,HouseType 1: Pisos,0,0,E,1,1,0.0,1.82779,Los Rosales,Villaverde,3
108,21634,Piso en venta en calle Salsipuedes,"San Andrés, Madrid",99.0,84.15,2,2.0,0.5,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,725,145000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.61718,San Andrés,Villaverde,3
110,21632,Piso en venta en calle Escoriaza,"Los Ángeles, Madrid",64.0,54.4,3,1.0,5,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,557,104000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.79668,Los Ángeles,Villaverde,0
111,21631,"Piso en venta en calle Camas, 2","Butarque, Madrid",107.0,90.95,3,2.0,6,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,1005,228629,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
112,21630,"Piso en venta en calle Camas, 2","Butarque, Madrid",76.0,64.6,2,2.0,6,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,813,169021,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
113,21629,"Piso en venta en calle Camas, 2","Butarque, Madrid",109.0,92.65,3,2.0,5,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,988,223022,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
114,21628,"Piso en venta en calle Camas, 2","Butarque, Madrid",108.0,91.8,3,2.0,5,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,979,220072,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.1978,Butarque,Villaverde,0
