,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,neighborhood_id,rent_price,buy_price,house_type_id,is_new_development,is_renewal_needed,energy_certificate,has_parking,is_exterior,tipo,barrio_pm2,barrio,distr,e_certificate
20560,1182,Piso en venta en calle de Canarias,"Palos de Moguer, Madrid",70.0,59.5,3,1.0,0,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1009,230000,HouseType 1: Pisos,0,0,E,0,1,0.0,3.975,Palos de,Arganzuela,3
20561,1181,Piso en venta en Acacias,"Arganzuela, Madrid",80.0,75.0,2,2.0,1,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1299,340000,HouseType 1: Pisos,0,0,en trámite,0,0,0.0,4.208,Acacias,Arganzuela,0
20562,1180,Dúplex en venta en Delicias,"Arganzuela, Madrid",84.0,71.4,1,1.0,0,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,884,190000,HouseType 4: Dúplex,0,0,en trámite,0,1,1.0,3.9726,Delicias,Arganzuela,0
20563,1179,"Piso en venta en calle Villoslada, 14","Imperial, Madrid",117.0,99.45,3,2.0,4,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,1747,535000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,4.09859,Imperial,Arganzuela,0
20564,1178,"Piso en venta en calle Aldea del Fresno, 29","Chopera, Madrid",73.0,65.0,2,1.0,4,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1346,360000,HouseType 1: Pisos,0,0,E,0,1,0.0,3.78378,Chopera,Arganzuela,3
20565,1177,Ático en venta en calle de Bolívar,"Delicias, Madrid",190.0,102.0,3,2.0,6,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1485,420000,HouseType 5: Áticos,0,1,no indicado,0,1,2.0,3.9726,Delicias,Arganzuela,0
20566,1176,"Piso en venta en ronda de segovia, 18","Imperial, Madrid",58.0,49.3,1,1.0,1,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,1197,299000,HouseType 1: Pisos,0,0,inmueble exento,0,0,0.0,4.09859,Imperial,Arganzuela,0
20568,1174,"Piso en venta en calle de Enrique Trompeta, 4","Chopera, Madrid",53.0,45.05,2,1.0,3,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1067,250000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,3.78378,Chopera,Arganzuela,0
20569,1173,Piso en venta en calle Alonso Carbonell,"Chopera, Madrid",85.0,80.0,2,2.0,3,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1197,299000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.78378,Chopera,Arganzuela,0
20570,1172,"Piso en venta en calle de Jaime el Conquistador, 34","Chopera, Madrid",100.0,88.0,4,1.0,6,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1451,405000,HouseType 1: Pisos,0,1,E,0,1,0.0,3.78378,Chopera,Arganzuela,3
20572,1170,"Piso en venta en calle de Linneo, 20","Imperial, Madrid",91.0,87.0,3,1.0,1,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,1287,335000,HouseType 1: Pisos,0,1,D,0,1,0.0,4.09859,Imperial,Arganzuela,4
20573,1169,Piso en venta en paseo de las Delicias,"Delicias, Madrid",116.0,98.6,4,2.0,1,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1225,310000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,3.9726,Delicias,Arganzuela,0
20574,1168,Piso en venta en Legazpi,"Arganzuela, Madrid",112.0,95.2,3,2.0,4,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1848,579000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,4.48693,Legazpi,Arganzuela,0
20575,1167,"Piso en venta en calle de Embajadores, 105","Delicias, Madrid",48.0,40.8,1,1.0,2,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1174,290000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,3.9726,Delicias,Arganzuela,0
20576,1166,"Piso en venta en calle de Jaime el Conquistador, 2","Chopera, Madrid",130.0,110.5,3,2.0,1,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1596,469000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.78378,Chopera,Arganzuela,0
20577,1165,"Piso en venta en calle de Linneo, 9","Imperial, Madrid",75.0,65.0,2,1.0,0,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,948,210000,HouseType 1: Pisos,0,0,en trámite,0,0,0.0,4.09859,Imperial,Arganzuela,0
20578,1164,"Piso en venta en calle Delicias, 13","Palos de Moguer, Madrid",110.0,90.0,5,2.0,3,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1680,506000,HouseType 1: Pisos,0,1,no indicado,0,1,0.0,3.975,Palos de,Arganzuela,0
20579,1163,"Piso en venta en calle Delicias, 21","Palos de Moguer, Madrid",50.0,42.5,2,1.0,6,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1146,279000,HouseType 1: Pisos,0,0,F,0,0,0.0,3.975,Palos de,Arganzuela,2
20580,1162,"Piso en venta en calle Moratines, 3","Acacias, Madrid",128.0,108.8,4,2.0,4,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1621,480000,HouseType 1: Pisos,0,0,E,0,1,0.0,4.208,Acacias,Arganzuela,3
20581,1161,"Piso en venta en calle Juan de Vera, 3","Delicias, Madrid",36.0,30.6,2,1.0,-0.5,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,604,115000,HouseType 1: Pisos,0,0,no indicado,0,0,0.0,3.9726,Delicias,Arganzuela,0
20582,1160,"Piso en venta en ramirez prado 13, 1","Delicias, Madrid",40.0,34.0,1,1.0,2,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,798,165000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.9726,Delicias,Arganzuela,0
20584,1158,"Piso en venta en Las Naves, 9","Acacias, Madrid",52.0,46.0,1,1.0,4,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,948,210000,HouseType 1: Pisos,0,1,no indicado,0,1,0.0,4.208,Acacias,Arganzuela,0
20585,1157,"Piso en venta en calle de Embajadores, 96","Acacias, Madrid",53.0,49.0,2,1.0,3,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,915,199500,HouseType 1: Pisos,0,0,en trámite,0,0,0.0,4.208,Acacias,Arganzuela,0
20586,1156,"Piso en venta en calle de Embajadores, 90","Acacias, Madrid",110.0,102.0,4,2.0,2,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1344,359000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,4.208,Acacias,Arganzuela,0
20588,1154,Piso en venta en Chopera,"Arganzuela, Madrid",50.0,42.5,1,1.0,0,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,744,150000,HouseType 1: Pisos,0,0,en trámite,0,0,0.0,3.78378,Chopera,Arganzuela,0
20589,1153,"Piso en venta en miguel arredondo, 8","Chopera, Madrid",54.0,50.0,2,1.0,5,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1065,249400,HouseType 1: Pisos,0,0,en trámite,0,0,0.0,3.78378,Chopera,Arganzuela,0
20590,1152,"Piso en venta en calle Santa Casilda, 4","Imperial, Madrid",65.0,55.0,2,1.0,-0.5,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,881,189000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,4.09859,Imperial,Arganzuela,0
20591,1151,Piso en venta en paseo de las Delicias,"Delicias, Madrid",140.0,125.0,3,2.0,2,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1667,500000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.9726,Delicias,Arganzuela,0
20592,1150,"Piso en venta en calle Juan de Vera, 4","Delicias, Madrid",68.0,57.8,3,1.0,6,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1135,274900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.9726,Delicias,Arganzuela,0
20595,1147,Piso en venta en Acacias,"Arganzuela, Madrid",35.0,29.75,1,1.0,0,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,666,130000,HouseType 1: Pisos,0,1,D,0,1,0.0,4.208,Acacias,Arganzuela,4
20597,1145,"Ático en venta en calle de las Nebulosas, 16","Delicias, Madrid",150.0,127.5,3,2.0,6,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,2012,650000,HouseType 5: Áticos,0,0,C,1,1,2.0,3.9726,Delicias,Arganzuela,5
20598,1144,Piso en venta en Acacias,"Arganzuela, Madrid",100.0,95.0,3,2.0,1,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1571,458000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,4.208,Acacias,Arganzuela,0
20599,1143,"Piso en venta en calle de San Alejandro, 8 . 4B EXT","Imperial, Madrid",107.0,97.0,4,2.0,4,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,1360,366000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,4.09859,Imperial,Arganzuela,0
20601,1141,"Piso en venta en paseo Chopera, 15","Chopera, Madrid",49.0,36.0,1,1.0,0,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,881,189000,HouseType 1: Pisos,0,0,C,0,1,0.0,3.78378,Chopera,Arganzuela,5
20602,1140,"Piso en venta en calle Eros, 7","Legazpi, Madrid",82.0,60.0,2,1.0,5,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1662,498000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,4.48693,Legazpi,Arganzuela,0
20603,1139,Piso en venta en Palos de Moguer,"Arganzuela, Madrid",36.0,34.0,2,1.0,3,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,725,145000,HouseType 1: Pisos,0,1,en trámite,0,0,0.0,3.975,Palos de,Arganzuela,0
20604,1138,Piso en venta en Chopera,"Arganzuela, Madrid",102.0,98.0,3,2.0,3,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1370,370000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.78378,Chopera,Arganzuela,0
20605,1137,"Piso en venta en calle Manuel Aleixandre, 12","Legazpi, Madrid",40.0,31.0,2,1.0,3,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,816,170000,HouseType 1: Pisos,0,0,no indicado,0,0,0.0,4.48693,Legazpi,Arganzuela,0
20606,1136,"Piso en venta en calle del Ferrocarril, 22","Delicias, Madrid",75.0,70.0,3,2.0,5,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1416,390000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.9726,Delicias,Arganzuela,0
20607,1135,"Piso en venta en paseo de Santa María de la Cabeza, 37","Palos de Moguer, Madrid",120.0,100.0,3,2.0,5,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1644,490000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,3.975,Palos de,Arganzuela,0
20608,1134,Piso en venta en Imperial,"Arganzuela, Madrid",185.0,157.25,4,2.0,8,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,2480,900000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,4.09859,Imperial,Arganzuela,0
20609,1133,Piso en venta en Delicias,"Arganzuela, Madrid",40.0,36.0,2,1.0,3,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,762,155000,HouseType 1: Pisos,0,0,B,0,0,0.0,3.9726,Delicias,Arganzuela,6
20610,1132,Ático en venta en Palos de Moguer,"Arganzuela, Madrid",170.0,150.0,2,1.0,7,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1804,560000,HouseType 5: Áticos,0,0,A,1,1,2.0,3.975,Palos de,Arganzuela,7
20611,1131,"Piso en venta en calle La Ceiba, 3","Acacias, Madrid",84.0,71.4,2,1.0,3,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1451,405000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,4.208,Acacias,Arganzuela,0
20613,1129,Piso en venta en paseo de las Delicias,"Delicias, Madrid",110.0,93.5,4,2.0,1,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1421,392000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,3.9726,Delicias,Arganzuela,0
20615,1127,"Piso en venta en calle de embajadores, 168","Chopera, Madrid",112.0,100.0,3,2.0,4,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1416,390000,HouseType 1: Pisos,0,1,E,0,1,0.0,3.78378,Chopera,Arganzuela,3
20617,1125,"Piso en venta en paseo de los Melancólicos, 7 D","Imperial, Madrid",123.0,104.55,3,2.0,1,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,1897,600000,HouseType 1: Pisos,0,0,A,1,1,0.0,4.09859,Imperial,Arganzuela,7
20618,1124,"Piso en venta en calle de Murcia, 8","Palos de Moguer, Madrid",65.0,55.0,2,1.0,0,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1262,325000,HouseType 1: Pisos,0,0,G,0,1,0.0,3.975,Palos de,Arganzuela,1
20619,1123,"Piso en venta en plaza General Maroto, 5","Chopera, Madrid",260.0,221.0,12,5.0,2,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,2480,900000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.78378,Chopera,Arganzuela,0
20620,1122,"Piso en venta en paseo de la Virgen del Puerto, 45","Imperial, Madrid",110.0,93.5,4,2.0,5,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,1530,440000,HouseType 1: Pisos,0,0,A,0,1,0.0,4.09859,Imperial,Arganzuela,7
20621,1121,"Dúplex en venta en calle del Cobre, 1","Delicias, Madrid",187.0,185.0,2,2.0,0,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1920,610000,HouseType 4: Dúplex,0,0,no indicado,1,1,1.0,3.9726,Delicias,Arganzuela,0
20623,1119,"Piso en venta en calle de Juan Duque, 29","Imperial, Madrid",135.0,114.75,3,2.0,2,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,1781,550000,HouseType 1: Pisos,0,0,no indicado,0,0,0.0,4.09859,Imperial,Arganzuela,0
20625,1117,"Piso en venta en calle de Bustamante, 3","Delicias, Madrid",64.0,54.4,3,1.0,2,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1038,240000,HouseType 1: Pisos,0,0,E,0,0,0.0,3.9726,Delicias,Arganzuela,3
20626,1116,"Ático en venta en calle José Miguel Gordoa, 4","Chopera, Madrid",60.0,51.0,1,1.0,4,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1250,320000,HouseType 5: Áticos,0,0,en trámite,0,1,2.0,3.78378,Chopera,Arganzuela,0
20627,1115,"Piso en venta en calle de Cáceres, 43","Chopera, Madrid",76.0,67.0,2,1.0,3,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1148,280000,HouseType 1: Pisos,0,1,E,0,1,0.0,3.78378,Chopera,Arganzuela,3
20628,1114,"Piso en venta en calle Aguilón, 9","Chopera, Madrid",90.0,76.5,3,2.0,2,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1439,400000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,3.78378,Chopera,Arganzuela,0
20629,1113,"Piso en venta en calle ercilla, 52","Acacias, Madrid",90.0,80.0,3,1.0,3,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1323,350000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,4.208,Acacias,Arganzuela,0
20630,1112,Piso en venta en Chopera,"Arganzuela, Madrid",99.0,84.15,3,2.0,5,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1522,436100,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.78378,Chopera,Arganzuela,0
20631,1111,Piso en venta en Delicias,"Arganzuela, Madrid",50.0,48.0,1,1.0,1,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,964,215000,HouseType 1: Pisos,0,0,no indicado,0,0,0.0,3.9726,Delicias,Arganzuela,0
20632,1110,"Piso en venta en glorieta de las Pirámides, 6","Imperial, Madrid",92.0,88.0,3,2.0,2,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,1135,275000,HouseType 1: Pisos,0,0,en trámite,0,0,0.0,4.09859,Imperial,Arganzuela,0
20633,1109,"Piso en venta en calle Nereida, 2","Legazpi, Madrid",69.0,59.0,1,1.0,6,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1143,278000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,4.48693,Legazpi,Arganzuela,0
20635,1107,"Piso en venta en calle Sebastián Elcano, 15","Palos de Moguer, Madrid",60.0,50.0,1,1.0,2,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,979,220000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.975,Palos de,Arganzuela,0
20636,1106,"Piso en venta en calle Maestro Arbós, 33","Legazpi, Madrid",106.0,76.0,2,2.0,8,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1701,515000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,4.48693,Legazpi,Arganzuela,0
20637,1105,"Piso en venta en calle de Segovia, 65","Imperial, Madrid",40.0,38.0,2,1.0,4,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,851,180000,HouseType 1: Pisos,0,0,no indicado,0,0,0.0,4.09859,Imperial,Arganzuela,0
20638,1104,"Piso en venta en calle Embajadores, 74","Acacias, Madrid",75.0,72.0,3,1.0,3,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1238,315000,HouseType 1: Pisos,0,0,F,0,1,0.0,4.208,Acacias,Arganzuela,2
20640,1102,"Piso en venta en plaza Beata María Ana de Jesús, 1","Delicias, Madrid",80.0,70.0,2,1.0,5,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1335,355000,HouseType 1: Pisos,0,0,A,0,1,0.0,3.9726,Delicias,Arganzuela,7
20641,1101,"Piso en venta en calle de Embajadores, 57","Palos de Moguer, Madrid",120.0,102.0,4,2.0,2,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1839,574990,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.975,Palos de,Arganzuela,0
20642,1100,"Dúplex en venta en paseo de las Acacias, 6","Acacias, Madrid",66.0,56.1,1,1.0,5,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1200,300000,HouseType 4: Dúplex,0,0,en trámite,1,1,1.0,4.208,Acacias,Arganzuela,0
20643,1099,"Piso en venta en calle del Bronce, 23","Legazpi, Madrid",90.0,80.0,3,1.0,3,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1370,370000,HouseType 1: Pisos,0,0,E,0,1,0.0,4.48693,Legazpi,Arganzuela,3
20644,1098,"Piso en venta en avenida del Planetario, 1","Legazpi, Madrid",56.0,47.6,1,1.0,2,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1250,320000,HouseType 1: Pisos,0,0,D,1,1,0.0,4.48693,Legazpi,Arganzuela,4
20645,1097,"Piso en venta en calle de Arganda, 4","Acacias, Madrid",135.0,115.0,3,2.0,4,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1551,449000,HouseType 1: Pisos,0,0,A,0,1,0.0,4.208,Acacias,Arganzuela,7
20646,1096,"Piso en venta en calle del Plomo, 3","Legazpi, Madrid",108.0,91.8,3,2.0,2,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1689,510000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,4.48693,Legazpi,Arganzuela,0
20647,1095,"Piso en venta en calle Hierro, 6 -B","Legazpi, Madrid",70.0,59.5,1,1.0,2,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,1437,399000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,4.48693,Legazpi,Arganzuela,0
20650,1092,"Piso en venta en ronda de Segovia, 50","Imperial, Madrid",120.0,102.0,3,2.0,2,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,2170,720000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,4.09859,Imperial,Arganzuela,0
20651,1091,Piso en venta en Acacias,"Arganzuela, Madrid",92.0,82.0,4,2.0,2,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1460,409000,HouseType 1: Pisos,0,1,en trámite,0,0,0.0,4.208,Acacias,Arganzuela,0
20652,1090,"Piso en venta en calle Guillermo de Osma, 2","Chopera, Madrid",60.0,55.0,1,1.0,3,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1052,245000,HouseType 1: Pisos,0,0,no indicado,0,0,0.0,3.78378,Chopera,Arganzuela,0
20654,1088,"Piso en venta en calle del Ferrocarril, 7","Delicias, Madrid",130.0,110.5,3,2.0,4,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1701,515000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,3.9726,Delicias,Arganzuela,0
20655,1087,Dúplex en venta en Acacias,"Arganzuela, Madrid",70.0,67.0,2,1.0,0,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1174,290000,HouseType 4: Dúplex,0,0,en trámite,0,1,1.0,4.208,Acacias,Arganzuela,0
20656,1086,"Piso en venta en calle de Arganda, 26","Acacias, Madrid",118.0,100.3,3,2.0,3,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1633,485000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,4.208,Acacias,Arganzuela,0
20657,1085,"Piso en venta en paseo de las Acacias, 30","Acacias, Madrid",82.0,74.0,2,1.0,9,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1667,500000,HouseType 1: Pisos,0,0,inmueble exento,1,1,0.0,4.208,Acacias,Arganzuela,0
20658,1084,"Piso en venta en calle del General Lacy, 40","Palos de Moguer, Madrid",35.0,30.0,1,1.0,3,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,913,199000,HouseType 1: Pisos,0,0,A,0,0,0.0,3.975,Palos de,Arganzuela,7
20659,1083,"Piso en venta en paseo Chopera, 3","Chopera, Madrid",123.0,114.0,3,2.0,5,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1335,355000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,3.78378,Chopera,Arganzuela,0
20660,1082,"Piso en venta en calle de Bustamante, 1","Palos de Moguer, Madrid",90.0,85.0,4,1.0,1,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1250,320000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,3.975,Palos de,Arganzuela,0
20661,1081,Piso en venta en joaquin costa,"Imperial, Madrid",111.0,94.35,2,2.0,2,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,1758,540000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,4.09859,Imperial,Arganzuela,0
20662,1080,"Dúplex en venta en calle de Aguilon, 9","Chopera, Madrid",56.0,49.0,2,2.0,0,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,686,135000,HouseType 4: Dúplex,0,1,en trámite,0,1,1.0,3.78378,Chopera,Arganzuela,0
20663,1079,"Piso en venta en calle de Moratines, 11","Acacias, Madrid",90.0,82.0,4,2.0,2,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1439,400000,HouseType 1: Pisos,0,0,A,0,0,0.0,4.208,Acacias,Arganzuela,7
20664,1078,"Piso en venta en paseo de las Delicias, 19","Palos de Moguer, Madrid",41.0,33.0,1,1.0,0,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,844,178000,HouseType 1: Pisos,0,0,no indicado,0,0,0.0,3.975,Palos de,Arganzuela,0
20665,1077,"Piso en venta en paseo de las Delicias, 123","Delicias, Madrid",40.0,34.0,1,1.0,3,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,913,199000,HouseType 1: Pisos,0,0,en trámite,0,0,0.0,3.9726,Delicias,Arganzuela,0
20667,1075,"Piso en venta en calle de Embajadores, 198 DUPLICADO","Delicias, Madrid",140.0,124.0,4,3.0,2,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1485,420000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.9726,Delicias,Arganzuela,0
20668,1074,"Piso en venta en Canarias, 31","Palos de Moguer, Madrid",95.0,80.75,2,2.0,0,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1174,289900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.975,Palos de,Arganzuela,0
20669,1073,"Piso en venta en Jaime El Conquistador, 31","Chopera, Madrid",116.0,98.6,4,2.0,6,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,1323,350000,HouseType 1: Pisos,0,1,en trámite,0,0,0.0,3.78378,Chopera,Arganzuela,0
20670,1072,"Piso en venta en carvajales, 21","Acacias, Madrid",54.0,45.9,1,1.0,3,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,933,205000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,4.208,Acacias,Arganzuela,0
20673,1069,Piso en venta en calle de Embajadores,"Delicias, Madrid",53.0,49.0,2,1.0,2,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,819,170900,HouseType 1: Pisos,0,0,en trámite,0,0,0.0,3.9726,Delicias,Arganzuela,0
20674,1068,Piso en venta en calle de Eugenio Sellés,"Chopera, Madrid",61.0,56.0,2,1.0,0,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,884,190000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,3.78378,Chopera,Arganzuela,0
20675,1067,"Piso en venta en calle Estrella Denébola, 18","Delicias, Madrid",45.0,39.0,1,1.0,4,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,1187,295000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,3.9726,Delicias,Arganzuela,0
20676,1066,"Piso en venta en paseo de las Yeserías, 31","Acacias, Madrid",116.0,98.6,3,2.0,7,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,1508,430000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,4.208,Acacias,Arganzuela,0
20677,1065,"Piso en venta en calle de las Delicias, 23","Palos de Moguer, Madrid",51.0,40.0,2,1.0,3,Neighborhood 6: Palos de Moguer (3975.0 €/m2) - District 1: Arganzuela,1135,274990,HouseType 1: Pisos,0,0,en trámite,0,0,0.0,3.975,Palos de,Arganzuela,0
